,date,continent,location,icu_patients_per_million
635,2020Q3,Europe,Switzerland,308.907
636,2020Q3,Europe,Ukraine,0.0
637,2020Q3,Europe,United Kingdom,170.909
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,308.835
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,0.0
642,2020Q3,North America,Aruba,0.0
643,2020Q3,North America,Bahamas,0.0
644,2020Q3,North America,Barbados,0.0
645,2020Q3,North America,Belize,0.0
646,2020Q3,North America,Bermuda,0.0
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,0.0
648,2020Q3,North America,British Virgin Islands,0.0
649,2020Q3,North America,Canada,167.758
650,2020Q3,North America,Cayman Islands,0.0
651,2020Q3,North America,Costa Rica,0.0
652,2020Q3,North America,Cuba,0.0
653,2020Q3,North America,Curacao,0.0
654,2020Q3,North America,Dominica,0.0
655,2020Q3,North America,Dominican Republic,0.0
656,2020Q3,North America,El Salvador,0.0
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,0.0
659,2020Q3,North America,Guadeloupe,0.0
660,2020Q3,North America,Guatemala,0.0
661,2020Q3,North America,Haiti,0.0
662,2020Q3,North America,Honduras,0.0
663,2020Q3,North America,Jamaica,0.0
664,2020Q3,North America,Martinique,0.0
665,2020Q3,North America,Mexico,0.0
666,2020Q3,North America,Montserrat,0.0
667,2020Q3,North America,Nicaragua,0.0
668,2020Q3,North America,Panama,0.0
669,2020Q3,North America,Puerto Rico,0.0
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,0.0
672,2020Q3,North America,Saint Lucia,0.0
673,2020Q3,North America,Saint Martin (French part),0.0
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,0.0
676,2020Q3,North America,Sint Maarten (Dutch part),0.0
677,2020Q3,North America,Trinidad and Tobago,0.0
678,2020Q3,North America,Turks and Caicos Islands,0.0
679,2020Q3,North America,United States,2473.718
680,2020Q3,North America,United States Virgin Islands,0.0
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,104.815
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,0.0
685,2020Q3,Oceania,French Polynesia,0.0
686,2020Q3,Oceania,Guam,0.0
687,2020Q3,Oceania,Kiribati,0.0
688,2020Q3,Oceania,Marshall Islands,0.0
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,0.0
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,0.0
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,0.0
695,2020Q3,Oceania,Palau,0.0
696,2020Q3,Oceania,Papua New Guinea,0.0
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,0.0
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,0.0
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,3749.831
706,2020Q3,South America,Bolivia,0.0
707,2020Q3,South America,Brazil,0.0
708,2020Q3,South America,Chile,6154.746
709,2020Q3,South America,Colombia,0.0
710,2020Q3,South America,Ecuador,0.0
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,0.0
713,2020Q3,South America,Guyana,0.0
714,2020Q3,South America,Paraguay,0.0
715,2020Q3,South America,Peru,0.0
716,2020Q3,South America,Suriname,0.0
717,2020Q3,South America,Uruguay,0.0
718,2020Q3,South America,Venezuela,0.0
719,2020Q4,Africa,Algeria,65.715
720,2020Q4,Africa,Angola,0.0
721,2020Q4,Africa,Benin,0.0
722,2020Q4,Africa,Botswana,0.0
723,2020Q4,Africa,Burkina Faso,0.0
724,2020Q4,Africa,Burundi,0.0
725,2020Q4,Africa,Cameroon,0.0
726,2020Q4,Africa,Cape Verde,0.0
727,2020Q4,Africa,Central African Republic,0.0
728,2020Q4,Africa,Chad,0.0
729,2020Q4,Africa,Comoros,0.0
730,2020Q4,Africa,Congo,0.0
731,2020Q4,Africa,Cote d'Ivoire,0.0
732,2020Q4,Africa,Democratic Republic of Congo,0.0
733,2020Q4,Africa,Djibouti,0.0
734,2020Q4,Africa,Egypt,0.0
735,2020Q4,Africa,Equatorial Guinea,0.0
736,2020Q4,Africa,Eritrea,0.0
737,2020Q4,Africa,Eswatini,0.0
738,2020Q4,Africa,Ethiopia,0.0
739,2020Q4,Africa,Gabon,0.0
740,2020Q4,Africa,Gambia,0.0
741,2020Q4,Africa,Ghana,0.0
742,2020Q4,Africa,Guinea,0.0
743,2020Q4,Africa,Guinea-Bissau,0.0
744,2020Q4,Africa,Kenya,0.0
745,2020Q4,Africa,Lesotho,0.0
746,2020Q4,Africa,Liberia,0.0
747,2020Q4,Africa,Libya,0.0
748,2020Q4,Africa,Madagascar,0.0
749,2020Q4,Africa,Malawi,0.0
750,2020Q4,Africa,Mali,0.0
751,2020Q4,Africa,Mauritania,0.0
752,2020Q4,Africa,Mauritius,0.0
753,2020Q4,Africa,Mayotte,0.0
754,2020Q4,Africa,Morocco,0.0
755,2020Q4,Africa,Mozambique,0.0
756,2020Q4,Africa,Namibia,0.0
757,2020Q4,Africa,Niger,0.0
758,2020Q4,Africa,Nigeria,0.0
759,2020Q4,Africa,Reunion,0.0
760,2020Q4,Africa,Rwanda,0.0
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,0.0
763,2020Q4,Africa,Senegal,0.0
764,2020Q4,Africa,Seychelles,0.0
765,2020Q4,Africa,Sierra Leone,0.0
766,2020Q4,Africa,Somalia,0.0
767,2020Q4,Africa,South Africa,926.633
768,2020Q4,Africa,South Sudan,0.0
769,2020Q4,Africa,Sudan,0.0
770,2020Q4,Africa,Tanzania,0.0
771,2020Q4,Africa,Togo,0.0
772,2020Q4,Africa,Tunisia,0.0
773,2020Q4,Africa,Uganda,0.0
774,2020Q4,Africa,Zambia,0.0
775,2020Q4,Africa,Zimbabwe,0.0
776,2020Q4,Asia,Afghanistan,0.0
777,2020Q4,Asia,Armenia,0.0
778,2020Q4,Asia,Azerbaijan,0.0
779,2020Q4,Asia,Bahrain,0.0
780,2020Q4,Asia,Bangladesh,0.0
781,2020Q4,Asia,Bhutan,0.0
782,2020Q4,Asia,Brunei,0.0
783,2020Q4,Asia,Cambodia,0.0
784,2020Q4,Asia,China,0.0
785,2020Q4,Asia,Georgia,0.0
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,0.0
788,2020Q4,Asia,Indonesia,0.0
789,2020Q4,Asia,Iran,0.0
790,2020Q4,Asia,Iraq,0.0
791,2020Q4,Asia,Israel,1736.162
792,2020Q4,Asia,Japan,62.557
793,2020Q4,Asia,Jordan,0.0
794,2020Q4,Asia,Kazakhstan,0.0
795,2020Q4,Asia,Kuwait,0.0
796,2020Q4,Asia,Kyrgyzstan,0.0
797,2020Q4,Asia,Laos,0.0
798,2020Q4,Asia,Lebanon,0.0
799,2020Q4,Asia,Malaysia,329.539
800,2020Q4,Asia,Maldives,0.0
801,2020Q4,Asia,Mongolia,0.0
802,2020Q4,Asia,Myanmar,0.0
803,2020Q4,Asia,Nepal,0.0
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,0.0
806,2020Q4,Asia,Pakistan,0.0
807,2020Q4,Asia,Palestine,0.0
808,2020Q4,Asia,Philippines,0.0
809,2020Q4,Asia,Qatar,0.0
810,2020Q4,Asia,Saudi Arabia,0.0
811,2020Q4,Asia,Singapore,0.0
812,2020Q4,Asia,South Korea,214.569
813,2020Q4,Asia,Sri Lanka,0.0
814,2020Q4,Asia,Syria,0.0
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,0.0
817,2020Q4,Asia,Thailand,0.0
818,2020Q4,Asia,Timor,0.0
819,2020Q4,Asia,Turkey,0.0
820,2020Q4,Asia,Turkmenistan,0.0
821,2020Q4,Asia,United Arab Emirates,0.0
822,2020Q4,Asia,Uzbekistan,0.0
823,2020Q4,Asia,Vietnam,0.0
824,2020Q4,Asia,Yemen,0.0
825,2020Q4,Europe,Albania,0.0
826,2020Q4,Europe,Andorra,0.0
827,2020Q4,Europe,Austria,4271.886
828,2020Q4,Europe,Belarus,0.0
829,2020Q4,Europe,Belgium,6181.836
830,2020Q4,Europe,Bosnia and Herzegovina,0.0
831,2020Q4,Europe,Bulgaria,546.008
832,2020Q4,Europe,Croatia,0.0
833,2020Q4,Europe,Cyprus,944.19
834,2020Q4,Europe,Czechia,6871.646
835,2020Q4,Europe,Denmark,658.58
836,2020Q4,Europe,England,1587.553
837,2020Q4,Europe,Estonia,110.101
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,149.254
840,2020Q4,Europe,France,4179.45
841,2020Q4,Europe,Germany,3284.967
842,2020Q4,Europe,Gibraltar,0.0
843,2020Q4,Europe,Greece,0.0
844,2020Q4,Europe,Guernsey,0.0
845,2020Q4,Europe,Hungary,0.0
846,2020Q4,Europe,Iceland,0.0
847,2020Q4,Europe,Ireland,0.0
848,2020Q4,Europe,Isle of Man,0.0
849,2020Q4,Europe,Italy,3632.687
850,2020Q4,Europe,Jersey,0.0
851,2020Q4,Europe,Kosovo,0.0
852,2020Q4,Europe,Latvia,0.0
853,2020Q4,Europe,Liechtenstein,0.0
854,2020Q4,Europe,Lithuania,356.355
855,2020Q4,Europe,Luxembourg,4210.927
856,2020Q4,Europe,Malta,328.151
857,2020Q4,Europe,Moldova,0.0
858,2020Q4,Europe,Monaco,0.0
859,2020Q4,Europe,Montenegro,0.0
860,2020Q4,Europe,Netherlands,0.0
861,2020Q4,Europe,North Macedonia,0.0
862,2020Q4,Europe,Northern Ireland,1277.952
863,2020Q4,Europe,Norway,0.0
864,2020Q4,Europe,Poland,0.0
865,2020Q4,Europe,Portugal,3266.236
866,2020Q4,Europe,Romania,0.0
867,2020Q4,Europe,Russia,0.0
868,2020Q4,Europe,San Marino,0.0
869,2020Q4,Europe,Scotland,1132.452
870,2020Q4,Europe,Serbia,2186.7
871,2020Q4,Europe,Slovakia,2187.138
872,2020Q4,Europe,Slovenia,6288.2
873,2020Q4,Europe,Spain,4423.856
874,2020Q4,Europe,Sweden,1350.226
875,2020Q4,Europe,Switzerland,3615.934
876,2020Q4,Europe,Ukraine,0.0
877,2020Q4,Europe,United Kingdom,1546.845
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,1904.42
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,0.0
882,2020Q4,North America,Aruba,0.0
883,2020Q4,North America,Bahamas,0.0
884,2020Q4,North America,Barbados,0.0
885,2020Q4,North America,Belize,0.0
886,2020Q4,North America,Bermuda,0.0
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,0.0
888,2020Q4,North America,British Virgin Islands,0.0
889,2020Q4,North America,Canada,975.726
890,2020Q4,North America,Cayman Islands,0.0
891,2020Q4,North America,Costa Rica,0.0
892,2020Q4,North America,Cuba,0.0
893,2020Q4,North America,Curacao,0.0
894,2020Q4,North America,Dominica,0.0
895,2020Q4,North America,Dominican Republic,0.0
896,2020Q4,North America,El Salvador,0.0
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,0.0
899,2020Q4,North America,Guadeloupe,0.0
900,2020Q4,North America,Guatemala,0.0
901,2020Q4,North America,Haiti,0.0
902,2020Q4,North America,Honduras,0.0
903,2020Q4,North America,Jamaica,0.0
904,2020Q4,North America,Martinique,0.0
905,2020Q4,North America,Mexico,0.0
906,2020Q4,North America,Montserrat,0.0
907,2020Q4,North America,Nicaragua,0.0
908,2020Q4,North America,Panama,0.0
909,2020Q4,North America,Puerto Rico,0.0
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,0.0
912,2020Q4,North America,Saint Lucia,0.0
913,2020Q4,North America,Saint Martin (French part),0.0
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,0.0
916,2020Q4,North America,Sint Maarten (Dutch part),0.0
917,2020Q4,North America,Trinidad and Tobago,0.0
918,2020Q4,North America,Turks and Caicos Islands,0.0
919,2020Q4,North America,United States,4744.609
920,2020Q4,North America,United States Virgin Islands,0.0
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,2.745
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,0.0
925,2020Q4,Oceania,French Polynesia,0.0
926,2020Q4,Oceania,Guam,0.0
927,2020Q4,Oceania,Kiribati,0.0
928,2020Q4,Oceania,Marshall Islands,0.0
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,0.0
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,0.0
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,0.0
935,2020Q4,Oceania,Palau,0.0
936,2020Q4,Oceania,Papua New Guinea,0.0
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,0.0
939,2020Q4,Oceania,Solomon Islands,0.0
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,0.0
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,0.0
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,8088.475
946,2020Q4,South America,Bolivia,0.0
947,2020Q4,South America,Brazil,0.0
948,2020Q4,South America,Chile,3418.274
949,2020Q4,South America,Colombia,0.0
950,2020Q4,South America,Ecuador,0.0
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,0.0
953,2020Q4,South America,Guyana,0.0
954,2020Q4,South America,Paraguay,0.0
955,2020Q4,South America,Peru,0.0
956,2020Q4,South America,Suriname,0.0
957,2020Q4,South America,Uruguay,0.0
958,2020Q4,South America,Venezuela,0.0
959,2021Q1,Africa,Algeria,31.112000000000002
960,2021Q1,Africa,Angola,0.0
961,2021Q1,Africa,Benin,0.0
962,2021Q1,Africa,Botswana,0.0
963,2021Q1,Africa,Burkina Faso,0.0
964,2021Q1,Africa,Burundi,0.0
965,2021Q1,Africa,Cameroon,0.0
966,2021Q1,Africa,Cape Verde,0.0
967,2021Q1,Africa,Central African Republic,0.0
968,2021Q1,Africa,Chad,0.0
969,2021Q1,Africa,Comoros,0.0
970,2021Q1,Africa,Congo,0.0
971,2021Q1,Africa,Cote d'Ivoire,0.0
972,2021Q1,Africa,Democratic Republic of Congo,0.0
973,2021Q1,Africa,Djibouti,0.0
974,2021Q1,Africa,Egypt,0.0
975,2021Q1,Africa,Equatorial Guinea,0.0
976,2021Q1,Africa,Eritrea,0.0
977,2021Q1,Africa,Eswatini,0.0
978,2021Q1,Africa,Ethiopia,0.0
979,2021Q1,Africa,Gabon,0.0
980,2021Q1,Africa,Gambia,0.0
981,2021Q1,Africa,Ghana,0.0
982,2021Q1,Africa,Guinea,0.0
983,2021Q1,Africa,Guinea-Bissau,0.0
984,2021Q1,Africa,Kenya,0.0
985,2021Q1,Africa,Lesotho,0.0
986,2021Q1,Africa,Liberia,0.0
987,2021Q1,Africa,Libya,0.0
988,2021Q1,Africa,Madagascar,0.0
989,2021Q1,Africa,Malawi,0.0
990,2021Q1,Africa,Mali,0.0
991,2021Q1,Africa,Mauritania,0.0
992,2021Q1,Africa,Mauritius,0.0
993,2021Q1,Africa,Mayotte,0.0
994,2021Q1,Africa,Morocco,0.0
995,2021Q1,Africa,Mozambique,0.0
996,2021Q1,Africa,Namibia,0.0
997,2021Q1,Africa,Niger,0.0
998,2021Q1,Africa,Nigeria,0.0
999,2021Q1,Africa,Reunion,0.0
1000,2021Q1,Africa,Rwanda,0.0
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,0.0
1003,2021Q1,Africa,Senegal,0.0
1004,2021Q1,Africa,Seychelles,0.0
1005,2021Q1,Africa,Sierra Leone,0.0
1006,2021Q1,Africa,Somalia,0.0
1007,2021Q1,Africa,South Africa,2296.377
1008,2021Q1,Africa,South Sudan,0.0
1009,2021Q1,Africa,Sudan,0.0
1010,2021Q1,Africa,Tanzania,0.0
1011,2021Q1,Africa,Togo,0.0
1012,2021Q1,Africa,Tunisia,0.0
1013,2021Q1,Africa,Uganda,0.0
1014,2021Q1,Africa,Zambia,0.0
1015,2021Q1,Africa,Zimbabwe,0.0
1016,2021Q1,Asia,Afghanistan,0.0
1017,2021Q1,Asia,Armenia,0.0
1018,2021Q1,Asia,Azerbaijan,0.0
1019,2021Q1,Asia,Bahrain,0.0
1020,2021Q1,Asia,Bangladesh,0.0
1021,2021Q1,Asia,Bhutan,0.0
1022,2021Q1,Asia,Brunei,0.0
1023,2021Q1,Asia,Cambodia,0.0
1024,2021Q1,Asia,China,0.0
1025,2021Q1,Asia,Georgia,0.0
1026,2021Q1,Asia,Hong Kong,0.0
1027,2021Q1,Asia,India,0.0
1028,2021Q1,Asia,Indonesia,0.0
1029,2021Q1,Asia,Iran,0.0
1030,2021Q1,Asia,Iraq,0.0
1031,2021Q1,Asia,Israel,2966.771
1032,2021Q1,Asia,Japan,109.736
1033,2021Q1,Asia,Jordan,0.0
1034,2021Q1,Asia,Kazakhstan,0.0
1035,2021Q1,Asia,Kuwait,0.0
1036,2021Q1,Asia,Kyrgyzstan,0.0
1037,2021Q1,Asia,Laos,0.0
1038,2021Q1,Asia,Lebanon,0.0
1039,2021Q1,Asia,Macao,0.0
1040,2021Q1,Asia,Malaysia,740.936
1041,2021Q1,Asia,Maldives,0.0
1042,2021Q1,Asia,Mongolia,0.0
1043,2021Q1,Asia,Myanmar,0.0
1044,2021Q1,Asia,Nepal,0.0
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,0.0
1048,2021Q1,Asia,Pakistan,0.0
1049,2021Q1,Asia,Palestine,0.0
1050,2021Q1,Asia,Philippines,0.0
1051,2021Q1,Asia,Qatar,0.0
1052,2021Q1,Asia,Saudi Arabia,0.0
1053,2021Q1,Asia,Singapore,0.0
1054,2021Q1,Asia,South Korea,361.996
1055,2021Q1,Asia,Sri Lanka,0.0
1056,2021Q1,Asia,Syria,0.0
1057,2021Q1,Asia,Taiwan,0.0
1058,2021Q1,Asia,Tajikistan,0.0
1059,2021Q1,Asia,Thailand,0.0
1060,2021Q1,Asia,Timor,0.0
1061,2021Q1,Asia,Turkey,0.0
1062,2021Q1,Asia,Turkmenistan,0.0
1063,2021Q1,Asia,United Arab Emirates,0.0
1064,2021Q1,Asia,Uzbekistan,0.0
1065,2021Q1,Asia,Vietnam,0.0
1066,2021Q1,Asia,Yemen,0.0
1067,2021Q1,Europe,Albania,0.0
1068,2021Q1,Europe,Andorra,0.0
1069,2021Q1,Europe,Austria,3404.956
1070,2021Q1,Europe,Belarus,0.0
1071,2021Q1,Europe,Belgium,3192.882
1072,2021Q1,Europe,Bosnia and Herzegovina,0.0
1073,2021Q1,Europe,Bulgaria,777.356
1074,2021Q1,Europe,Croatia,0.0
1075,2021Q1,Europe,Cyprus,2562.476
1076,2021Q1,Europe,Czechia,11657.812
1077,2021Q1,Europe,Denmark,1192.89
1078,2021Q1,Europe,England,3520.409
1079,2021Q1,Europe,Estonia,454.731
1080,2021Q1,Europe,Faeroe Islands,0.0
1081,2021Q1,Europe,Finland,377.567
1082,2021Q1,Europe,France,4600.5380000000005
1083,2021Q1,Europe,Germany,4166.376
1084,2021Q1,Europe,Gibraltar,0.0
1085,2021Q1,Europe,Greece,0.0
1086,2021Q1,Europe,Guernsey,0.0
1087,2021Q1,Europe,Hungary,0.0
1088,2021Q1,Europe,Iceland,0.0
1089,2021Q1,Europe,Ireland,0.0
1090,2021Q1,Europe,Isle of Man,0.0
1091,2021Q1,Europe,Italy,3955.541
1092,2021Q1,Europe,Jersey,0.0
1093,2021Q1,Europe,Kosovo,0.0
1094,2021Q1,Europe,Latvia,567.366
1095,2021Q1,Europe,Liechtenstein,0.0
1096,2021Q1,Europe,Lithuania,1246.883
1097,2021Q1,Europe,Luxembourg,2674.482
1098,2021Q1,Europe,Malta,271.896
1099,2021Q1,Europe,Moldova,0.0
1100,2021Q1,Europe,Monaco,0.0
1101,2021Q1,Europe,Montenegro,0.0
1102,2021Q1,Europe,Netherlands,2706.958
1103,2021Q1,Europe,North Macedonia,0.0
1104,2021Q1,Europe,Northern Ireland,1704.115
1105,2021Q1,Europe,Norway,0.0
1106,2021Q1,Europe,Poland,0.0
1107,2021Q1,Europe,Portugal,4701.07
1108,2021Q1,Europe,Romania,658.162
1109,2021Q1,Europe,Russia,0.0
1110,2021Q1,Europe,San Marino,0.0
1111,2021Q1,Europe,Scotland,1512.259
1112,2021Q1,Europe,Serbia,2443.555
1113,2021Q1,Europe,Slovakia,6965.947
1114,2021Q1,Europe,Slovenia,5800.904
1115,2021Q1,Europe,Spain,5907.949
1116,2021Q1,Europe,Sweden,2336.258
1117,2021Q1,Europe,Switzerland,2585.443
1118,2021Q1,Europe,Ukraine,0.0
1119,2021Q1,Europe,United Kingdom,3229.576
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,2349.844
1122,2021Q1,North America,Anguilla,0.0
1123,2021Q1,North America,Antigua and Barbuda,0.0
1124,2021Q1,North America,Aruba,0.0
1125,2021Q1,North America,Bahamas,0.0
1126,2021Q1,North America,Barbados,0.0
1127,2021Q1,North America,Belize,0.0
1128,2021Q1,North America,Bermuda,0.0
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,0.0
1130,2021Q1,North America,British Virgin Islands,0.0
1131,2021Q1,North America,Canada,1625.539
1132,2021Q1,North America,Cayman Islands,0.0
1133,2021Q1,North America,Costa Rica,0.0
1134,2021Q1,North America,Cuba,0.0
1135,2021Q1,North America,Curacao,0.0
1136,2021Q1,North America,Dominica,0.0
1137,2021Q1,North America,Dominican Republic,0.0
1138,2021Q1,North America,El Salvador,0.0
1139,2021Q1,North America,Greenland,0.0
1140,2021Q1,North America,Grenada,0.0
1141,2021Q1,North America,Guadeloupe,0.0
1142,2021Q1,North America,Guatemala,0.0
1143,2021Q1,North America,Haiti,0.0
1144,2021Q1,North America,Honduras,0.0
1145,2021Q1,North America,Jamaica,0.0
1146,2021Q1,North America,Martinique,0.0
1147,2021Q1,North America,Mexico,0.0
1148,2021Q1,North America,Montserrat,0.0
1149,2021Q1,North America,Nicaragua,0.0
1150,2021Q1,North America,Panama,0.0
1151,2021Q1,North America,Puerto Rico,0.0
1152,2021Q1,North America,Saint Barthelemy,0.0
1153,2021Q1,North America,Saint Kitts and Nevis,0.0
1154,2021Q1,North America,Saint Lucia,0.0
1155,2021Q1,North America,Saint Martin (French part),0.0
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,0.0
1158,2021Q1,North America,Sint Maarten (Dutch part),0.0
1159,2021Q1,North America,Trinidad and Tobago,0.0
1160,2021Q1,North America,Turks and Caicos Islands,0.0
1161,2021Q1,North America,United States,4667.2300000000005
1162,2021Q1,North America,United States Virgin Islands,0.0
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,2.015
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,0.0
1167,2021Q1,Oceania,French Polynesia,0.0
1168,2021Q1,Oceania,Guam,0.0
1169,2021Q1,Oceania,Kiribati,0.0
1170,2021Q1,Oceania,Marshall Islands,0.0
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,0.0
1173,2021Q1,Oceania,New Caledonia,0.0
1174,2021Q1,Oceania,New Zealand,0.0
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,0.0
1177,2021Q1,Oceania,Palau,0.0
1178,2021Q1,Oceania,Papua New Guinea,0.0
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,0.0
1181,2021Q1,Oceania,Solomon Islands,0.0
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,0.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,0.0
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,6626.67
1188,2021Q1,South America,Bolivia,0.0
1189,2021Q1,South America,Brazil,0.0
1190,2021Q1,South America,Chile,7240.916
1191,2021Q1,South America,Colombia,0.0
1192,2021Q1,South America,Ecuador,0.0
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,0.0
1196,2021Q1,South America,Paraguay,0.0
1197,2021Q1,South America,Peru,0.0
1198,2021Q1,South America,Suriname,0.0
1199,2021Q1,South America,Uruguay,0.0
1200,2021Q1,South America,Venezuela,0.0
1201,2021Q2,Africa,Algeria,44.601
1202,2021Q2,Africa,Angola,0.0
1203,2021Q2,Africa,Benin,0.0
1204,2021Q2,Africa,Botswana,0.0
1205,2021Q2,Africa,Burkina Faso,0.0
1206,2021Q2,Africa,Burundi,0.0
1207,2021Q2,Africa,Cameroon,0.0
1208,2021Q2,Africa,Cape Verde,0.0
1209,2021Q2,Africa,Central African Republic,0.0
1210,2021Q2,Africa,Chad,0.0
1211,2021Q2,Africa,Comoros,0.0
1212,2021Q2,Africa,Congo,0.0
1213,2021Q2,Africa,Cote d'Ivoire,0.0
1214,2021Q2,Africa,Democratic Republic of Congo,0.0
1215,2021Q2,Africa,Djibouti,0.0
1216,2021Q2,Africa,Egypt,0.0
1217,2021Q2,Africa,Equatorial Guinea,0.0
1218,2021Q2,Africa,Eritrea,0.0
1219,2021Q2,Africa,Eswatini,0.0
1220,2021Q2,Africa,Ethiopia,0.0
1221,2021Q2,Africa,Gabon,0.0
1222,2021Q2,Africa,Gambia,0.0
1223,2021Q2,Africa,Ghana,0.0
1224,2021Q2,Africa,Guinea,0.0
1225,2021Q2,Africa,Guinea-Bissau,0.0
1226,2021Q2,Africa,Kenya,0.0
1227,2021Q2,Africa,Lesotho,0.0
1228,2021Q2,Africa,Liberia,0.0
1229,2021Q2,Africa,Libya,0.0
1230,2021Q2,Africa,Madagascar,0.0
1231,2021Q2,Africa,Malawi,0.0
1232,2021Q2,Africa,Mali,0.0
1233,2021Q2,Africa,Mauritania,0.0
1234,2021Q2,Africa,Mauritius,0.0
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,0.0
1237,2021Q2,Africa,Mozambique,0.0
1238,2021Q2,Africa,Namibia,0.0
1239,2021Q2,Africa,Niger,0.0
1240,2021Q2,Africa,Nigeria,0.0
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,0.0
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,0.0
1245,2021Q2,Africa,Senegal,0.0
1246,2021Q2,Africa,Seychelles,0.0
1247,2021Q2,Africa,Sierra Leone,0.0
1248,2021Q2,Africa,Somalia,0.0
1249,2021Q2,Africa,South Africa,1503.496
1250,2021Q2,Africa,South Sudan,0.0
1251,2021Q2,Africa,Sudan,0.0
1252,2021Q2,Africa,Tanzania,0.0
1253,2021Q2,Africa,Togo,0.0
1254,2021Q2,Africa,Tunisia,0.0
