location,date,stringency_index,adjusted_new_cases,adjusted_new_deaths,adjusted_new_cases_per_million,adjusted_new_deaths_per_million,adjusted_total_cases,adjusted_total_deaths
Cape Verde,2021-07-31,59.26,1306.000958282,12.000853584,2201.761,20.232,33763.002289426,298.01941785
Cape Verde,2021-08-31,71.62,1520.0007583180002,12.000853584,2562.539,20.232,35283.003047743994,310.02027143400005
Cape Verde,2021-09-30,66.6,2252.000628686,27.001920564,3796.603,45.522,37535.003676429995,337.02219199800004
Cape Verde,2021-10-31,61.26,672.0003477440001,12.000853584,1132.912,20.232,38207.00402417399,349.02304558200007
Cape Verde,2021-11-30,48.01,160.001297366,0.0,269.743,0.0,38367.00532153999,349.02304558200007
Cape Verde,2021-12-31,52.1,2370.9990096399997,3.000213396,3997.22,5.058,40738.00433117999,352.02325897800006
Cape Verde,2022-01-31,60.11,14938.999101482,44.003129808,25185.361,74.184,55677.00343266199,396.02638878600004
Cape Verde,2022-02-28,58.25,209.001223862,6.000426792,352.351,10.116,55886.00465652399,402.026815578
Cape Verde,2022-03-31,38.35,54.12287687816,0.0,91.24468,0.0,55940.12753340215,402.026815578
Cape Verde,2022-04-30,22.95,57.40262379828001,0.0,96.77394000000001,0.0,55997.53015720043,402.026815578
Cape Verde,2022-05-31,19.24,247.6396185934,0.7000497923999999,417.4907,1.1802,56245.16977579383,402.72686537040005
Cape Verde,2022-06-30,19.24,3458.76088652496,2.1001493771999997,5831.05608,3.5405999999999995,59703.93066231879,404.82701474760006
Cape Verde,2022-07-31,19.24,1325.93995655312,3.5002489619999997,2235.3757600000004,5.901,61029.87061887191,408.32726370960006
Cape Verde,2022-08-31,19.23,132.02112216836002,0.0,222.57178000000005,0.0,61161.891741040265,408.32726370960006
Cape Verde,2022-09-30,11.11,44.282176939280006,0.0,74.65444000000001,0.0,61206.17391797955,408.32726370960006
Cape Verde,2022-10-31,11.11,18.860855156680003,0.0,31.797140000000002,0.0,61225.03477313623,408.32726370960006
Cape Verde,2022-11-30,11.11,524.7984186464001,1.4000995847999997,884.7472000000001,2.3604,61749.83319178263,409.72736329440005
Cape Verde,2022-12-31,11.11,133.65977964632,0.0,225.33436000000003,0.0,61883.49297142895,409.72736329440005
Cayman Islands,2020-01-31,,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,2020-02-29,,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,2020-03-31,,12.000029474000002,0.9999738220000001,174.61700000000002,14.551,12.000029474000002,0.9999738220000001
Cayman Islands,2020-04-30,,60.999983748000005,0.0,887.634,0.0,73.000013222,0.9999738220000001
Cayman Islands,2020-05-31,,67.999800502,0.0,989.491,0.0,140.999813724,0.9999738220000001
Cayman Islands,2020-06-30,,55.000003372,0.0,800.326,0.0,195.99981709600002,0.9999738220000001
Cayman Islands,2020-07-31,,6.999954198,0.0,101.859,0.0,202.99977129400003,0.9999738220000001
Cayman Islands,2020-08-31,,2.000016366,0.0,29.103,0.0,204.99978766000004,0.9999738220000001
Cayman Islands,2020-09-30,,5.999911654,0.0,87.307,0.0,210.99969931400003,0.9999738220000001
Cayman Islands,2020-10-31,,28.999928058,0.0,421.989,0.0,239.99962737200002,0.9999738220000001
Cayman Islands,2020-11-30,,33.999934612,0.9999738220000001,494.746,14.551,273.999561984,1.9999476440000001
Cayman Islands,2020-12-31,,51.99987574,0.0,756.6700000000001,0.0,325.999437724,1.9999476440000001
Cayman Islands,2021-01-31,,63.99976777,0.0,931.285,0.0,389.999205494,1.9999476440000001
Cayman Islands,2021-02-28,,47.999980452,0.0,698.466,0.0,437.999185946,1.9999476440000001
Cayman Islands,2021-03-31,,60.999915026000004,0.0,887.633,0.0,498.999100972,1.9999476440000001
Cayman Islands,2021-04-30,,42.999905176,0.0,625.708,0.0,541.999006148,1.9999476440000001
Cayman Islands,2021-05-31,,39.000009888,0.0,567.504,0.0,580.9990160360001,1.9999476440000001
Cayman Islands,2021-06-30,,32.99996079000001,0.0,480.1950000000001,0.0,613.9989768260001,1.9999476440000001
Cayman Islands,2021-07-31,,28.000022958,0.0,407.439,0.0,641.9989997840001,1.9999476440000001
Cayman Islands,2021-08-31,,37.999967344,0.0,552.952,0.0,679.9989671280001,1.9999476440000001
Cayman Islands,2021-09-30,,139.99997734599998,0.0,2037.193,0.0,819.9989444740002,1.9999476440000001
Cayman Islands,2021-10-31,,830.000194578,0.0,12077.649,0.0,1649.9991390520001,1.9999476440000001
Cayman Islands,2021-11-30,,5087.999989571999,2.000016366,74037.42599999999,29.103,6737.999128623999,3.9999640100000002
Cayman Islands,2021-12-31,,2079.9999775839997,6.999954198,30266.872,101.859,8817.999106207999,10.999918208
Cayman Islands,2022-01-31,,4970.000123530001,3.9999640100000002,72320.365,58.205000000000005,13787.999229738,14.999882218
Cayman Islands,2022-02-28,,5585.000036286,1.9999476440000001,81269.463,29.102,19372.999266024,16.999829862
Cayman Islands,2022-03-31,,1233.000021866,6.999954198,17941.853,101.859,20605.999287889998,23.99978406
Cayman Islands,2022-04-30,,1617.000002926,2.999921466,23529.583,43.653,22222.999290816,26.999705526
Cayman Islands,2022-05-31,,2253.999958264,0.9999738220000001,32798.812,14.551,24476.99924908,27.999679348
Cayman Islands,2022-06-30,,2693.999916518,0.0,39201.419,0.0,27170.999165598,27.999679348
Cayman Islands,2022-07-31,,1937.999983872,0.9999738220000001,28200.576,14.551,29108.99914947,28.999653170000002
Cayman Islands,2022-08-31,,1105.0000052720002,0.0,16079.276,0.0,30213.999154742,28.999653170000002
Cayman Islands,2022-09-30,,446.999981174,2.999990188,6504.467000000001,43.654,30660.999135916,31.999643358
Cayman Islands,2022-10-31,,344.999971172,2.000016366,5020.226,29.103,31005.999107088002,33.999659724
Cayman Islands,2022-11-30,,352.999967914,1.9999476440000001,5136.637000000001,29.102,31358.999075002,35.999607368
Cayman Islands,2022-12-31,,112.999996932,0.9999738220000001,1644.306,14.551,31471.999071934002,36.99958119
Central African Republic,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,2020-03-31,68.52,12.988256544,0.0,2.328,0.0,12.988256544,0.0
Central African Republic,2020-04-30,68.52,50.99341272000001,0.0,9.14,0.0,63.98166926400001,0.0
Central African Republic,2020-05-31,75.93,987.98342358,1.9973349839999999,177.085,0.358,1051.965092844,1.9973349839999999
Central African Republic,2020-06-30,64.81,3288.9970123679996,44.99582862,589.516,8.065,4340.962105212,46.993163603999996
Central African Republic,2020-07-31,50.93,1033.001568792,11.989589052,185.154,2.149,5373.9636740040005,58.982752655999995
Central African Republic,2020-08-31,50.93,153.002554752,2.9960024759999997,27.424,0.5369999999999999,5526.966228756,61.978755131999996
Central African Republic,2020-09-30,56.48,154.983152292,0.0,27.779,0.0,5681.949381048001,61.978755131999996
Central African Republic,2020-10-31,24.07,22.9431303204,0.0,4.1123,0.0,5704.892511368401,61.978755131999996
Central African Republic,2020-11-30,20.37,40.17220884216001,0.6990672444,7.200420000000001,0.1253,5745.064720210561,62.677822376399995
Central African Republic,2020-12-31,16.67,48.370432079280015,0.0,8.669860000000002,0.0,5793.435152289841,62.677822376399995
Central African Republic,2021-01-31,22.22,37.71091191048001,0.0,6.759260000000001,0.0,5831.146064200321,62.677822376399995
Central African Republic,2021-02-28,18.52,27.865724183759994,0.0,4.994619999999999,0.0,5859.011788384081,62.677822376399995
Central African Republic,2021-03-31,12.96,342.75618479255996,6.2916051996,61.43522,1.1277,6201.767973176641,68.969427576
Central African Republic,2021-04-30,5.56,2683.0424005992004,13.290088450799999,480.90540000000004,2.3821,8884.810373775841,82.2595160268
Central African Republic,2021-05-31,11.11,1097.1391194511202,4.8934707108,196.64994000000002,0.8770999999999999,9981.94949322696,87.1529867376
Central African Republic,2021-06-30,11.11,109.04734881696,0.0,19.54552,0.0,10090.99684204392,87.1529867376
Central African Republic,2021-07-31,11.11,90.18045560832,0.0,16.16384,0.0,10181.17729765224,87.1529867376
Central African Republic,2021-08-31,16.67,113.15103533688001,1.3981344888,20.281060000000004,0.2506,10294.32833298912,88.5511212264
Central African Republic,2021-09-30,11.11,68.87056507344,0.0,12.344280000000001,0.0,10363.19889806256,88.5511212264
Central African Republic,2021-10-31,18.52,164.81997129672004,0.0,29.542140000000003,0.0,10528.018869359279,88.5511212264
Central African Republic,2021-11-30,24.07,122.99622306360001,0.6990672444,22.045700000000004,0.1253,10651.015092422878,89.2501884708
Central African Republic,2021-12-31,24.07,583.8443366618401,0.0,104.64758,0.0,11234.859429084718,89.2501884708
Central African Republic,2022-01-31,18.52,1357.9176467738403,6.2955106032,243.39158000000003,1.1284,12592.777075858558,95.545699074
Central African Republic,2022-02-28,24.07,172.20386209176002,2.0972017331999995,30.86562,0.3758999999999999,12764.980937950317,97.6429008072
Central African Republic,2022-03-31,18.52,25.409002153440003,0.0,4.55428,0.0,12790.389940103756,97.6429008072
Central African Republic,2022-04-30,18.52,5.73692630544,0.0,1.02828,0.0,12796.126866409197,97.6429008072
Central African Republic,2022-05-31,18.52,10.65494526744,0.0,1.9097800000000003,0.0,12806.781811676638,97.6429008072
Central African Republic,2022-06-30,13.89,258.30350568696,0.0,46.29802,0.0,13065.085317363597,97.6429008072
Central African Republic,2022-07-31,13.89,77.88312075264001,0.0,13.959680000000002,0.0,13142.968438116237,97.6429008072
Central African Republic,2022-08-31,13.89,84.46182890832,0.0,15.13884,0.0,13227.430267024556,97.6429008072
Central African Republic,2022-09-30,13.89,59.02995224808,0.0,10.58046,0.0,13286.460219272636,97.6429008072
Central African Republic,2022-10-31,13.89,274.69537725984003,0.0,49.23608,0.0,13561.155596532477,97.6429008072
Central African Republic,2022-11-30,13.89,30.331596016800003,0.0,5.4366,0.0,13591.487192549277,97.6429008072
Central African Republic,2022-12-31,8.33,26.22790949688,0.0,4.70106,0.0,13617.715102046157,97.6429008072
Chad,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,2020-03-31,27.78,5.72604764096,0.0,0.32308000000000003,0.0,5.72604764096,0.0
Chad,2020-04-30,88.89,44.999489168000004,14.993921952,2.539,0.8460000000000001,50.72553680896,14.993921952
Chad,2020-05-31,74.07,725.9823061440001,51.947027472,40.962,2.931,776.70784295296,66.940949424
Chad,2020-06-30,67.59,87.97852076800001,8.95027256,4.964,0.505,864.6863637209601,75.891221984
Chad,2020-07-31,70.37,68.97913030400001,0.992505472,3.892,0.056,933.6654940249601,76.883727456
Chad,2020-08-31,64.81,76.954620704,1.985010944,4.3420000000000005,0.112,1010.6201147289602,78.8687384
Chad,2020-09-30,76.85,180.990462144,7.957767088000001,10.212,0.449,1191.61057687296,86.826505488
Chad,2020-10-31,70.37,289.97110763200004,11.945512288,16.361,0.674,1481.58168450496,98.772017776
Chad,2020-11-30,70.37,199.050517072,2.9775164160000003,11.231,0.168,1680.6322015769601,101.749534192
Chad,2020-12-31,61.11,394.96400792000003,2.9775164160000003,22.285,0.168,2075.59620949696,104.727050608
Chad,2021-01-31,56.94,1269.96392136,13.91279992,71.655,0.785,3345.5601308569603,118.639850528
Chad,2021-02-28,37.5,513.3387177004801,14.639455712000002,28.964040000000004,0.8260000000000001,3858.8988485574405,133.27930624
Chad,2021-03-31,25.0,450.94805139936,16.7733424768,25.44378,0.9464,4309.8468999568,150.0526487168
Chad,2021-04-30,30.56,235.33474479712004,4.1685229824,13.278260000000001,0.2352,4545.18164475392,154.2211716992
Chad,2021-05-31,25.0,97.54627351808003,2.0842614912,5.503840000000001,0.1176,4642.727918272,156.3054331904
Chad,2021-06-30,27.78,17.977464294080004,0.6947538303999999,1.0143400000000002,0.0392,4660.7053825660805,157.0001870208
Chad,2021-07-31,25.0,18.006530525760002,0.0,1.01598,0.0,4678.711913091841,157.0001870208
Chad,2021-08-31,25.0,14.722046345919999,0.0,0.83066,0.0,4693.433959437761,157.0001870208
Chad,2021-09-30,22.22,37.669836257280004,0.0,2.12544,0.0,4731.10379569504,157.0001870208
Chad,2021-10-31,22.22,24.60456511712,0.0,1.38826,0.0,4755.70836081216,157.0001870208
Chad,2021-11-30,22.22,31.159000360960007,0.6947538303999999,1.7580800000000003,0.0392,4786.86736117312,157.69494085120002
Chad,2021-12-31,35.19,488.71961946752,4.2057419376,27.57496,0.2373,5275.58698064064,161.90068278880003
Chad,2022-01-31,32.41,1192.2968235136002,6.290003428799998,67.2728,0.3548999999999999,6467.88380415424,168.19068621760002
Chad,2022-02-28,32.41,74.6275498384,0.0,4.2107,0.0,6542.511353992641,168.19068621760002
Chad,2022-03-31,35.19,50.83683920832001,0.6947538303999999,2.8683600000000005,0.0392,6593.348193200961,168.88544004800002
Chad,2022-04-30,37.96,84.45193614624002,1.3895076607999999,4.765020000000001,0.0784,6677.800129347201,170.27494770880003
Chad,2022-05-31,37.96,4.91219315392,0.0,0.27715999999999996,0.0,6682.712322501121,170.27494770880003
Chad,2022-06-30,13.89,6.55443524384,0.0,0.36982000000000004,0.0,6689.266757744961,170.27494770880003
Chad,2022-07-31,13.89,5.72604764096,0.0,0.32308000000000003,0.0,6694.992805385921,170.27494770880003
Chad,2022-08-31,13.89,85.28032374912002,0.0,4.8117600000000005,0.0,6780.273129135041,170.27494770880003
Chad,2022-09-30,13.89,36.89958111776,0.0,2.08198,0.0,6817.172710252801,170.27494770880003
Chad,2022-10-31,13.89,37.71343560480001,0.6947538303999999,2.1279000000000003,0.0392,6854.886145857601,170.96970153920003
Chad,2022-11-30,13.89,15.59403329632,0.0,0.87986,0.0,6870.480179153921,170.96970153920003
Chad,2022-12-31,13.89,3.2554179481600003,0.0,0.18368,0.0,6873.735597102082,170.96970153920003
Chile,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,2020-02-29,0.0,0.8198282395200001,0.0,0.04182,0.0,0.8198282395200001,0.0
Chile,2020-03-31,75.93,2447.938118056,7.998324288,124.871,0.408,2448.75794629552,7.998324288
Chile,2020-04-30,75.93,12686.028451528002,207.956431488,647.123,10.608,15134.786397823522,215.95475577599998
Chile,2020-05-31,81.02,79722.96407712801,780.8952198240002,4066.723,39.834,94857.75047495154,996.8499756000001
Chile,2020-06-30,81.02,181141.02991820802,4577.982053136001,9240.128,233.526,275998.78039315954,5574.832028736001
Chile,2020-07-31,90.28,77536.931872032,3801.94855984,3955.212,193.94,353535.71226519154,9376.780588576
Chile,2020-08-31,87.5,56438.038531048005,1867.0598166399998,2878.943,95.24,409973.75079623953,11243.840405216
Chile,2020-09-30,87.5,51326.050709272,1481.003443592,2618.177,75.547,461299.8015055115,12724.843848808001
Chile,2020-10-31,87.5,47271.017917672005,1433.0331016,2411.327,73.1,508570.8194231835,14157.876950408001
Chile,2020-11-30,76.39,41859.014520152,1197.905892016,2135.257,61.106,550429.8339433355,15355.782842424002
Chile,2020-12-31,79.17,55519.956366696,1142.9370162720002,2832.111,58.302,605949.7903100315,16498.719858696
Chile,2021-01-31,79.17,116949.92944025599,1840.00666096,5965.696,93.86,722899.7197502875,18338.726519656
Chile,2021-02-28,79.17,98518.026363392,2136.983657624,5025.472,109.009,821417.7461136795,20475.71017728
Chile,2021-03-31,79.17,168074.022461256,2630.9585973519997,8573.571,134.207,989491.7685749355,23106.668774632002
Chile,2021-04-30,84.72,201498.980453336,3139.9107913840003,10278.601,160.169,1190990.7490282715,26246.579566016004
Chile,2021-05-31,84.72,186516.041065896,2920.878249056,9514.311,148.996,1377506.7900941675,29167.457815072004
Chile,2021-06-30,84.72,176266.972640264,3320.892482136,8991.499,169.401,1553773.7627344315,32488.350297208006
Chile,2021-07-31,58.68,60855.034704152,2876.9266729439996,3104.257,146.754,1614628.7974385836,35365.27697015201
Chile,2021-08-31,58.26,23700.956031472,1556.9091093839997,1209.002,79.419,1638329.7534700555,36922.18607953601
Chile,2021-09-30,58.07,15076.017925968,531.908168888,769.038,27.133,1653405.7713960235,37454.094248424015
Chile,2021-10-31,35.03,32366.191968772324,201.5577720576,1651.0216200000002,10.2816,1685771.9633647958,37655.65202048161
Chile,2021-11-30,31.82,56160.163414742405,419.91202511999995,2864.7684,21.419999999999998,1741932.126779538,38075.56404560161
Chile,2021-12-31,31.42,35519.92653063408,527.0307593711999,1811.89578,26.884199999999996,1777452.0533101722,38602.59480497281
Chile,2022-01-31,29.64,273110.00835877494,411.5275072328,13931.528580000002,20.9923,2050562.061668947,39014.12231220561
Chile,2022-02-28,29.3,740998.7482532738,1761.160434768,37798.85366,89.838,2791560.809922221,40775.28274697361
Chile,2022-03-31,28.79,346880.54853524896,9986.880218873599,17694.61436,509.4375999999999,3138441.3584574703,50762.16296584721
Chile,2022-04-30,25.65,75364.57562524432,729.35699788,3844.3986200000004,37.205,3213805.934082715,51491.51996372721
Chile,2022-05-31,27.09,116713.88281545362,264.54457582559996,5953.655100000001,13.494599999999998,3330519.8168981685,51756.06453955281
Chile,2022-06-30,27.0,230526.6185421352,405.9149576159999,11759.3207,20.705999999999996,3561046.4354403038,52161.97949716881
Chile,2022-07-31,26.92,208076.61885681827,759.4506930136,10614.130840000002,38.7401,3769123.054297122,52921.43019018241
Chile,2022-08-31,26.87,220682.49076844,625.0239545143999,11257.165,31.882899999999996,3989805.5450655622,53546.45414469681
Chile,2022-09-30,26.83,96516.46570613074,487.15283959999994,4923.3710200000005,24.849999999999998,4086322.010771693,54033.606984296806
Chile,2022-10-31,14.3,111379.77486292961,375.12140910719995,5681.5586,19.135199999999998,4197701.785634623,54408.72839340401
Chile,2022-11-30,13.89,130320.95790829153,517.960110724,6647.7613200000005,26.421499999999998,4328022.743542914,54926.68850412801
Chile,2022-12-31,13.89,96118.80078477296,512.3475611072,4903.08586,26.135199999999998,4424141.5443276875,55439.03606523521
China,2020-01-31,69.91,9721.700020479999,213.883104,6.818,0.15,9721.700020479999,213.883104
China,2020-02-29,81.02,69667.43052224,2625.05862976,48.859,1.841,79389.13054272,2838.94173376
China,2020-03-31,73.61,3155.4887276800005,477.6722656,2.213,0.335,82544.6192704,3316.61399936
China,2020-04-30,56.94,1827.98759552,1328.92701952,1.282,0.932,84372.60686592,4645.54101888
China,2020-05-31,81.94,198.19834304000003,2.8517747200000003,0.139,0.002,84570.80520896,4648.3927936
China,2020-06-30,78.24,660.18584768,4.27766208,0.463,0.003,85230.99105663999,4652.67045568
China,2020-07-31,78.24,2733.4260691199997,19.962423039999997,1.917,0.014,87964.41712576,4672.63287872
China,2020-08-31,78.24,2426.8602867199997,65.59081856,1.702,0.046,90391.27741247999,4738.22369728
China,2020-09-30,54.17,657.3340729600001,19.962423039999997,0.461,0.014,91048.61148544,4758.186120320001
China,2020-10-31,63.43,852.6806412799999,0.0,0.598,0.0,91901.29212672,4758.186120320001
China,2020-11-30,81.94,1574.17964544,5.703549440000001,1.104,0.004,93475.47177216,4763.88966976
China,2020-12-31,78.24,3206.8206726400003,39.924846079999995,2.249,0.028,96682.2924448,4803.81451584
China,2021-01-31,78.24,4301.90216512,37.07307136,3.017,0.026,100984.19460992,4840.8875872
China,2021-02-28,61.57,949.6409817600002,18.53653568,0.666,0.013,101933.83559168,4859.42412288
China,2021-03-31,50.0,844.12531712,9.981211519999999,0.592,0.007,102777.9609088,4869.4053344
China,2021-04-30,78.24,859.8100780799999,7.1294368,0.603,0.005,103637.77098688,4876.5347712
China,2021-05-31,72.69,7899.4159744,112.64510143999999,5.54,0.079,111537.18696128001,4989.17987264
China,2021-06-30,72.69,7046.73533312,526.15243584,4.942,0.369,118583.9222944,5515.33230848
China,2021-07-31,79.17,2151.6640262399997,139.73696128,1.509,0.098,120735.58632064001,5655.069269760001
China,2021-08-31,79.17,2347.01059456,48.48017024,1.646,0.034,123082.5969152,5703.549440000001
China,2021-09-30,79.17,1606.9750547200001,11.407098880000001,1.127,0.008,124689.57196992,5714.956538880001
China,2021-10-31,79.17,1403.07316224,7.1294368,0.984,0.005,126092.64513216,5722.085975680001
China,2021-11-30,79.17,1863.63477952,1.4258873600000002,1.307,0.001,127956.27991168,5723.511863040001
China,2021-12-31,79.17,4135.073344,2.8517747200000003,2.9,0.002,132091.35325568,5726.363637760001
China,2022-01-31,79.17,7135.140349439999,1.4258873600000002,5.004,0.001,139226.49360512,5727.789525120002
China,2022-02-28,79.17,196671.21767744,531.85598528,137.929,0.373,335897.71128256,6259.6455104000015
China,2022-03-31,79.17,573848.368032,7085.23429184,402.45,4.969,909746.07931456,13344.87980224
China,2022-04-30,79.17,181354.33565632,1916.3926118400002,127.187,1.344,1091100.4149708801,15261.27241408
China,2022-05-31,79.17,1928264.54999936,1626.93747776,1352.326,1.141,3019364.9649702404,16888.20989184
China,2022-06-30,79.17,1750022.9264499198,4423.10259072,1227.322,3.102,4769387.89142016,21311.312482560003
China,2022-07-31,79.17,846753.22752448,2381.2318911999996,593.843,1.67,5616141.11894464,23692.544373760004
China,2022-08-31,79.17,785354.51780288,1172.0794099199998,550.783,0.822,6401495.63674752,24864.623783680003
China,2022-09-30,79.17,1217003.41708416,1608.4009420799998,853.506,1.128,7618499.053831681,26473.024725760002
China,2022-10-31,79.17,1328998.313888,2014.7788396800001,932.05,1.413,8947497.36771968,28487.80356544
China,2022-11-30,79.17,719206.17728512,1926.37382336,504.392,1.351,9666703.5450048,30414.177388800003
China,2022-12-31,49.54,75258367.65620928,22155.43779968,52780.023,15.538,84925071.20121408,52569.615188480006
Colombia,2020-01-31,8.33,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2020-02-29,12.04,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2020-03-31,87.96,792.064533532,10.011687404000002,15.269,0.193,792.064533532,10.011687404000002
Colombia,2020-04-30,90.74,5246.9541841440005,259.00702180400003,101.148,4.993,6039.018717676001,269.018709208
Colombia,2020-05-31,87.04,20739.080772316003,583.84218514,399.797,11.255,26778.099489992004,852.860894348
Colombia,2020-06-30,87.04,65080.948032688,2252.9927840960004,1254.596,43.432,91859.04752268,3105.8536784440003
Colombia,2020-07-31,87.04,184285.960029876,6348.032302472,3552.567,122.374,276145.007552556,9453.885980916
Colombia,2020-08-31,87.04,323859.15349918,9610.026805196001,6243.185,185.257,600004.161051736,19063.912786112
Colombia,2020-09-30,71.3,218289.02226568002,6576.900514008001,4208.06,126.786,818293.183317416,25640.81330012
Colombia,2020-10-31,65.74,234919.05753206002,5285.029720696,4528.645,101.882,1053212.240849476,30925.843020816
Colombia,2020-11-30,60.19,246491.06382427202,5474.9924112319995,4751.724,105.544,1299703.304673748,36400.835432048
Colombia,2020-12-31,60.19,315209.05558212404,6218.969720808,6076.433,119.886,1614912.3602558721,42619.805152856
Colombia,2021-01-31,81.02,462811.20735721197,10664.055180128,8921.829,205.576,2077723.567613084,53283.860332984004
Colombia,2021-02-28,81.02,167159.023449284,6233.805692816,3222.403,120.172,2244882.591062368,59517.666025800005
Colombia,2021-03-31,81.02,144987.02640152402,3561.0482741439996,2794.983,68.648,2389869.617463892,63078.714299944004
Colombia,2021-04-30,75.93,434847.008217,9645.923632572001,8382.75,185.949,2824716.625680892,72724.63793251601
Colombia,2021-05-31,62.96,538434.877218536,15021.992272408,10379.662,289.586,3363151.502899428,87746.630204924
Colombia,2021-06-30,59.26,824133.0576416001,17578.966860583998,15887.2,338.878,4187284.560541028,105325.597065508
Colombia,2021-07-31,46.3,579635.149595172,14800.023306596,11173.899,285.307,4766919.7101362,120125.62037210401
Colombia,2021-08-31,46.3,138429.008033708,4684.899090764,2668.561,90.313,4905348.718169908,124810.519462868
Colombia,2021-09-30,46.3,49118.116514444,1407.912993948,946.873,27.141,4954466.834684352,126218.43245681601
Colombia,2021-10-31,46.3,44671.993574564,1006.044899032,861.163,19.394,4999138.828258917,127224.47735584801
Colombia,2021-11-30,46.64,66325.042846212,1211.881042136,1278.579,23.362,5065463.871105129,128436.358397984
Colombia,2021-12-31,49.4,73229.89096523599,1428.973849316,1411.687,27.547,5138693.762070365,129865.3322473
Colombia,2022-01-31,47.91,717255.0784141639,3965.9769367119998,13826.863,76.454,5855948.840484529,133831.309184012
Colombia,2022-02-28,44.47,204934.935615556,4765.978196528,3950.627,91.876,6060883.776100085,138597.28738054002
Colombia,2022-03-31,41.88,19226.589737920003,697.8768608924,370.64000000000004,13.4533,6080110.365838005,139295.16424143242
Colombia,2022-04-30,36.1,6500.20372612944,135.8788289432,125.30748,2.6193999999999997,6086610.569564135,139431.04307037563
Colombia,2022-05-31,19.44,9256.114174204882,45.4623981392,178.43446000000003,0.8764,6095866.68373834,139476.50546851484
Colombia,2022-06-30,19.44,39277.20048558112,81.19322862560001,757.16504,1.5652000000000001,6135143.884223921,139557.69869714044
Colombia,2022-07-31,19.44,93844.0487033224,612.5077730127999,1809.0758,11.807599999999999,6228987.932927243,140170.20647015324
Colombia,2022-08-31,19.44,27713.597785905124,471.7994720628001,534.2480400000001,9.0951,6256701.530713148,140642.00594221603
Colombia,2022-09-30,19.44,5704.72484407448,174.9866586524,109.97266,3.3733,6262406.255557223,140816.99260086843
Colombia,2022-10-31,19.44,2594.4836603422405,47.6411073152,50.015080000000005,0.9184,6265000.739217565,140864.63370818362
Colombia,2022-11-30,19.44,4143.45769863064,40.59661431280001,79.87538,0.7826000000000001,6269144.1969161965,140905.2303224964
Colombia,2022-12-31,19.44,24883.716011382243,198.80721230999998,479.6950800000001,3.8324999999999996,6294027.912927579,141104.0375348064
Comoros,2020-01-31,,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,2020-02-29,,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,2020-03-31,,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,2020-04-30,,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,2020-05-31,,61.998926036,1.9999113700000002,74.092,2.39,61.998926036,1.9999113700000002
Comoros,2020-06-30,,160.999559549,4.999778425000001,192.403,5.9750000000000005,222.998485585,6.999689795000001
Comoros,2020-07-31,,88.99856631400002,0.0,106.358,0.0,311.997051899,6.999689795000001
Comoros,2020-08-31,,40.999019868,0.0,48.996,0.0,352.996071767,6.999689795000001
Comoros,2020-09-30,,55.999191926,0.0,66.922,0.0,408.99526369299997,6.999689795000001
Comoros,2020-10-31,,65.99791199299999,0.0,78.871,0.0,474.993175686,6.999689795000001
Comoros,2020-11-30,,65.998748776,0.0,78.872,0.0,540.9919244619999,6.999689795000001
Comoros,2020-12-31,,153.999869754,1.9999113700000002,184.038,2.39,694.9917942159999,8.999601165000001
Comoros,2021-01-31,,1952.999641454,80.996410485,2333.938,96.795,2647.99143567,89.99601165
Comoros,2021-02-28,,852.99985454,53.99760699,1019.38,64.53,3500.99129021,143.99361864
Comoros,2021-03-31,,194.99721605599998,1.9999113700000002,233.032,2.39,3695.988506266,145.99353001
Comoros,2021-04-30,,137.996394879,0.0,164.913,0.0,3833.984901145,145.99353001
Comoros,2021-05-31,,46.997917195,0.0,56.165,0.0,3880.98281834,145.99353001
Comoros,2021-06-30,,54.998399457999994,0.0,65.726,0.0,3935.981217798,145.99353001
Comoros,2021-07-31,,91.997596586,0.9999556850000001,109.942,1.195,4027.978814384,146.993485695
Comoros,2021-08-31,,36.99836034500001,0.0,44.215,0.0,4064.977174729,146.993485695
Comoros,2021-09-30,,75.997468843,0.0,90.821,0.0,4140.974643572,146.993485695
Comoros,2021-10-31,,117.99728117900001,0.0,141.013,0.0,4258.971924751,146.993485695
Comoros,2021-11-30,,241.99597003400004,2.999867055,289.19800000000004,3.585,4500.967894785001,149.99335275
Comoros,2021-12-31,,2013.9994485879997,6.999689795,2406.836,8.365,6514.967343373,156.993042545
Comoros,2022-01-31,,1316.998538389,2.999867055,1573.883,3.585,7831.965881762,159.99290960000002
